TOWNAME,ELECT_STAT,PROJECT,POP,POP 2020,DISTRICT,REGION,REMARKS,ISLAND,YOE,COMMUNITY_,POINT_X,POINT_Y,lon,lat
Kofi Ninsin,YES,SECO,1413,1624.95,Asikuma/Odoben/Brakwa,Central,NA,No,NA,NA,705546.6844,629423.048,5.691412399,-1.144034398
Kofi Nsia,YES,WELDY,54,62.1,Twifo-Ati-Mokwa,Central,NA,No,2017,NA,652214.5604,646265.8806,5.845084023,-1.625114895
Kofi Tabilkwa,YES,SECO,162,186.3,Agona East,Central,NA,No,NA,NA,762867.8666,624027.2298,5.64074444,-0.626925118
Kofi Wettey (Bomhomodzen),YES,WELDY,185,212.75,Awutu Senya,Central,NA,No,2014,NA,773276.2806,615073.8441,5.559432872,-0.533359202
Kofikum (Domiabra),YES,SHEP-4,449,516.35,Awutu Senya,Central,NA,No,2015,NA,761407.4249,631431.8484,5.7077262,-0.639829597
Kofor,YES,NA,853,980.95,Komenda/Edina/Eguafo/Abirem,Central,NA,No,NA,NA,685557.4543,566696.1776,5.12475,-1.326029998
Koforidua,YES,NA,1342,1543.3,Cape Coast Metro,Central,NA,No,NA,NA,684914.5747,579108.4319,5.2370056,-1.331533498
Koforidua,YES,NA,595,684.25,Gomoa West,Central,NA,No,NA,NA,744689.4465,601442.73,5.4372335,-0.791706097
Kokoado,YES,SECO,264,303.6,Agona East,Central,NA,No,NA,NA,759944.7767,625528.3736,5.654419999,-0.653243999
Kokoado,YES,NA,1958,2251.7,Cape Coast Metro,Central,NA,No,NA,NA,689610.8218,564323.7593,5.1032006,-1.289531198
Kokoben,YES,NA,462,531.3,Awutu Senya,Central,NA,No,NA,NA,771105.2056,620245.7083,5.606258518,-0.552749579
Kokoben,YES,NA,3726,4284.9,Ajumako/Enyan/Esiam,Central,NA,No,NA,NA,725422.1276,606734.4694,5.485686199,-0.965352599
Kokowado,YES,WELDY,189,217.35,Abura/Asebu/Kwamankese,Central,NA,No,2013,NA,692328.8076,584910.2525,5.289286,-1.264510498
Kokwaado,YES,WELDY,14,16.1,Ajumako/Enyan/Esiam,Central,NA,No,2013,NA,721434.0187,593932.4387,5.370064899,-1.001715297
Kokwado,YES,GEDAP INT,1260,1449,Komenda/Edina/Eguafo/Abirem,Central,NA,No,2011,NA,668594.5566,563995.4882,5.100708775,-1.479076769
Komenda,YES,WELDY,17348,19950.2,Komenda/Edina/Eguafo/Abirem,Central,NA,No,2014,NA,667168.79,558561.8217,5.0516,-1.492049999
Komfokrom,YES,WELD,312,358.8,Komenda/Edina/Eguafo/Abirem,Central,NA,No,2014,NA,658586.7817,568022.5075,5.137335447,-1.569258209
Konaboekrom,YES,Weldy Lamon,466,535.9,Assin North,Central,NA,No,2017,NA,674088.0709,637837.684,5.768349999,-1.427799998
Konprokwa,YES,NA,422,485.3,Ekumfi,Central,NA,No,NA,NA,733565.1295,579025.0457,5.2349285,-0.892746698
Koomson Krom,YES,WELDY,164,188.6,Upper Denkyira East Municipal,Central,NA,No,2015,NA,646819.5285,650063.9719,5.879550828,-1.67375565
Korado,YES,NA,875,1006.25,Abura/Asebu/Kwamankese,Central,NA,No,NA,NA,708768.5328,594105.494,5.371992837,-1.115964405
Korkorde,YES,WELDY,35,40.25,Abura/Asebu/Kwamankese,Central,NA,No,2014,NA,690944.1663,583699.6652,5.278374199,-1.277031298
Kormantse,YES,NA,8896,10230.4,Mfantsiman Municipal,Central,NA,No,NA,NA,712819.8846,575305.0822,5.201896364,-1.079940568
Kormantse Kokodo(Bentisr),YES,NA,660,759,Mfantsiman Municipal,Central,NA,No,NA,NA,712621.6165,575402.3883,5.202781599,-1.081725998
Kotobaabi,YES,SECO,446,512.9,Assin South,Central,NA,No,2014,NA,694301.756,597082.4381,5.3993,-1.246399998
Kotokye,YES,NA,995,1144.25,Twifo-Ati-Mokwa,Central,NA,No,NA,NA,656051.836,640434.6422,5.792262599,-1.590592899
Kpormetey,YES,NA,2703,3108.45,Awutu Senya East Municipal,Central,NA,No,NA,NA,786035.0824,613460.9364,5.544364226,-0.418336848
Krakyekrom,YES,WELDY,28,32.2,Twifo/Heman/Lower Denkyira,Central,NA,No,2015,NA,687602.8624,589956.4786,5.3350347,-1.307017998
Kramo Tawiakrom,YES,NA,158,181.7,Cape Coast Metro,Central,NA,No,NA,NA,688932.6155,572674.8325,5.1787319,-1.295446598
Kramokrom,YES,SECO,212,243.8,Assin South,Central,NA,No,2014,NA,677019.8846,610909.1117,5.5247641,-1.401996898
Krampakrom,YES,WELDY,109,125.35,Mfantsiman Municipal,Central,NA,No,2015,NA,715854.869,582439.8987,5.266320363,-1.052369978
Kristo Asafo (Old),YES,NA,1,1.15,Gomoa East,Central,NA,No,2017,NA,764777.8345,610853.3031,5.521600899,-0.610175197
Krobo Bungalow,YES,WELDY,601,691.15,Assin North,Central,NA,No,2016,NA,663824.706,641982.3308,5.806079999,-1.520369999
Krofor,YES,NA,1783,2050.45,Ekumfi,Central,NA,No,NA,NA,731288.8693,590132.1213,5.3354108,-0.912937898
Krokoso,YES,SECO,57,65.55,Assin South,Central,NA,No,2014,NA,678710.4314,608451.6115,5.5025,-1.386799998
Kromaim,YES,NEP-DANIDA,2377,2733.55,Ajumako/Enyan/Esiam,Central,NA,No,NA,NA,726570.8432,596083.9611,5.389362799,-0.955313899
Kukurantumi,YES,YES,630,724.5,Agona West Municipal,Central,NA,No,NA,NA,745434.9296,611106.9176,5.52457,-0.784659497
Kumase,YES,NA,1666,1915.9,Ajumako/Enyan/Esiam,Central,NA,No,NA,NA,725542.6524,603683.8788,5.458102899,-0.964358498
Kuntu,YES,NA,921,1059.15,Ekumfi,Central,NA,No,NA,NA,719240.8816,576086.6775,5.208783762,-1.022011309
Kurofofordo,YES,SECO,552,634.8,Assin North,Central,NA,No,NA,NA,693579.8991,645024.4316,5.832820199,-1.251620699
Kurofofordo,YES,NA,731,840.65,Cape Coast Metro,Central,NA,No,NA,NA,689523.8804,572094.4283,5.1734692,-1.290127899
Kurow Foforo,YES,SECO,18,20.7,Agona West Municipal,Central,NA,No,NA,NA,738815.6601,631533.9318,5.709449999,-0.843697999
Kutukwa,YES,NA,112,128.8,Ekumfi,Central,NA,No,NA,NA,733645.104,584921.2013,5.288229599,-0.891845998
Kwaanan Kwaa,YES,WL,599,688.85,Asikuma/Odoben/Brakwa,Central,NA,No,2014,NA,728133.966,621327.4861,5.617531799,-0.940428299
Kwabena Mensah Tapoo,YES,SECO,28,32.2,Agona West Municipal,Central,NA,No,NA,NA,742530.8399,624054.2752,5.641708799,-0.810424798
Kwabondze,YES,NA,581,668.15,Awutu Senya,Central,NA,No,NA,NA,778390.9824,622191.6689,5.623566877,-0.486948222
Kwadwokrom,YES,WELDY,90,103.5,Komenda/Edina/Eguafo/Abirem,Central,NA,No,2017,NA,659371.6578,567558.7932,5.133125831,-1.562188097
Kwafokrom,YES,SECO,113,129.95,Assin South,Central,NA,No,2014,NA,690535.6122,619772.5856,5.604569999,-1.279789999
KwahInkrom,YES,GEDAP INT,880,1012,Komenda/Edina/Eguafo/Abirem,Central,NA,No,2011,NA,666760.6945,563354.3937,5.09495,-1.495629999
Kwakokwa,YES,GEDAP,92,105.8,Ajumako/Enyan/Esiam,Central,NA,No,2011,NA,720744.6103,595268.2933,5.382162699,-1.007894898
Kwakrom,YES,NA,7,8.05,Ajumako/Enyan/Esiam,Central,NA,No,NA,NA,709260.2446,598750.8149,5.413980099,-1.111398698
Kwaku Du,YES,SHEP,602,692.3,Upper Denkyira East Municipal,Central,NA,No,2015,NA,637330.5643,641132.0564,5.798965399,-1.759634599
Kwaman,YES,YES,4996,5745.4,Agona West Municipal,Central,NA,No,NA,NA,740356.6594,617650.9249,5.583896599,-0.830257897
Kwamankese,YES,NA,947,1089.05,Mfantsiman Municipal,Central,NA,No,NA,NA,711083.8913,585634.9707,5.2953418,-1.095313398
Kwame Adwene,YES,SECO,343,394.45,Gomoa West,Central,NA,No,2014,NA,749277.3582,613295.2447,5.544220899,-0.749920198
Kwame Alex,YES,GEDAP,304,349.6,Twifo-Ati-Mokwa,Central,NA,No,NA,NA,658031.7226,604478.7176,5.4670463,-1.573508099
Kwame Amoabeng,YES,SECO,81,93.15,Assin South,Central,NA,No,2014,NA,691612.2699,607348.6248,5.492199999,-1.270399998
Kwame Ankra,YES,WELDY,732,841.8,Assin North,Central,NA,No,2017,NA,679410.9041,643160.4924,5.816347999,-1.379604799
Kwame Atta,YES,WELDY,92,105.8,Assin North,Central,NA,No,2017,NA,673920.3673,634378.1847,5.737069999,-1.429399999
Kwame Prakrom,YES,NA,1154,1327.1,Upper Denkyira East Municipal,Central,NA,No,NA,NA,628663.4938,658916.2739,5.959980599,-1.837570199
Kwameagyir,YES,SHEP-4,339,389.85,Agona East,Central,NA,No,2013,NA,762573.4225,628803.2404,5.683923899,-0.629405697
Kwameta,YES,WL,326,374.9,Komenda/Edina/Eguafo/Abirem,Central,NA,No,2014,NA,657849.3821,567084.3938,5.128866239,-1.575928325
Kwanankwaa,YES,WL,8,9.2,Asikuma/Odoben/Brakwa,Central,NA,No,2017,NA,706450.736,626421.5485,5.664247699,-1.135961498
Kwankyimanso,YES,SECO,848,975.2,Twifo-Ati-Mokwa,Central,NA,No,NA,NA,667793.4101,627515.7937,5.675160999,-1.484879499
Kwansa Krom,YES,SECO,141,162.15,Assin South,Central,NA,No,NA,NA,701839.7178,615021.1994,5.5613,-1.177899999
Kwansakrom,YES,YES,1304,1499.6,Agona East,Central,NA,No,NA,NA,764419.3413,625564.0888,5.654578099,-0.612870298
Kwansanekwa,YES,NA,78,89.7,Ajumako/Enyan/Esiam,Central,NA,No,NA,NA,720692.8574,590814.6225,5.3418985,-1.008492299
Kwanyako,YES,SHEP,490,563.5,Twifo-Ati-Mokwa,Central,NA,No,NA,NA,660201.1943,613023.9612,5.544278999,-1.553742498
Kwanyako,YES,NA,12349,14201.35,Agona East,Central,NA,No,NA,NA,762149.231,619182.2554,5.596978707,-0.633585817
Kwao Amoako,YES,WELDY,27,31.05,Awutu Senya,Central,NA,No,2014,NA,777174.2562,616629.1777,5.573341562,-0.498138472
Kwapro,YES,NA,2081,2393.15,Cape Coast Metro,Central,NA,No,NA,NA,688380.8622,566675.4042,5.124495,-1.300567198
Kwashi Abbey,YES,WELDY,196,225.4,Awutu Senya,Central,NA,No,2014,NA,774734.4013,630916.2032,5.702559532,-0.519598857
Kwasi Gyan No.2,YES,NA,76,87.4,Ajumako/Enyan/Esiam,Central,NA,No,NA,NA,721019.8981,589884.8346,5.333482699,-1.005569499
Kwasi Kwaa (Duachiminase),YES,NA,543,624.45,Komenda/Edina/Eguafo/Abirem,Central,NA,No,2017,NA,658651.9987,559029.1058,5.056,-1.568849998
Kwasiama,YES,WELDY,28,32.2,Abura/Asebu/Kwamankese,Central,NA,No,2014,NA,692093.643,587323.6973,5.3111152,-1.266570998
Kweikrom,YES,NA,1147,1319.05,Gomoa East,Central,NA,No,NA,NA,770549.0192,599892.9187,5.422326782,-0.558519453
Kwekukwaa,YES,GEDAP,387,445.05,Ajumako/Enyan/Esiam,Central,NA,No,2011,NA,718436.7915,593475.7493,5.366023799,-1.028765498
Kwekuninsin,YES,GEDAP,314,361.1,Asikuma/Odoben/Brakwa,Central,NA,No,2011,NA,729582.7646,628154.5335,5.679205299,-0.927134999
Kwekutu,YES,GEDAP,413,474.95,Abura/Asebu/Kwamankese,Central,NA,No,2011,NA,697756.9502,586379.6229,5.3024332,-1.215507098
Kwesi Ansa,YES,NA,1037,1192.55,Mfantsiman Municipal,Central,NA,No,NA,NA,714485.7167,590000.6909,5.334718598,-1.064505982
Kwesi Pra,YES,NA,301,346.15,Cape Coast Metro,Central,NA,No,NA,NA,689244.7146,564969.2093,5.1090459,-1.292817398
Kwesi Twikrom,YES,NA,999,1148.85,Gomoa East,Central,NA,No,NA,NA,763264.1003,615258.6277,5.561473812,-0.623670589
Kyeakor,YES,NA,3152,3624.8,Mfantsiman Municipal,Central,NA,No,NA,NA,712155.0427,594587.9808,5.376260148,-1.085400613
Kyease,YES,GEDAP INT,1031,1185.65,Komenda/Edina/Eguafo/Abirem,Central,NA,No,2011,NA,665314.509,562680.9302,5.088889894,-1.50868726
Kyebil,YES,SHEP-4,558,641.7,Ajumako/Enyan/Esiam,Central,NA,No,2010,NA,728720.2912,602274.1589,5.445260399,-0.935734698
Kyeikrom,YES,WWELDY,83,95.45,Assin North,Central,NA,No,2016,NA,663502.1246,644221.8074,5.82634,-1.523229999
Kyekyewere,YES,SECO,16,18.4,Agona West Municipal,Central,NA,No,2014,NA,740083.5706,630776.8491,5.702562999,-0.832281098
Kyekyewere,YES,NA,153,175.95,Mfantsiman Municipal,Central,NA,No,NA,NA,709011.687,591931.7961,5.352332385,-1.113831208
Kyekyewere,YES,Emergency,4143,4764.45,Upper Denkyira East Municipal,Central,NA,No,NA,NA,646416.0593,654263.2787,5.917537699,-1.677309599
Kyekyewere/Woankoso,YES,NA,1089,1252.35,Assin South,Central,NA,No,NA,NA,704201.0908,604919.1544,5.4698935,-1.156872198
Kyere Oyewo,YES,W/L,103,118.45,Mfantsiman Municipal,Central,NA,No,NA,NA,698989.8744,569893.2771,5.15333,-1.204809998
Kyereku,YES,NA,259,297.85,Abura/Asebu/Kwamankese,Central,NA,No,NA,NA,693071.8885,589512.1663,5.3308792,-1.257690498
Kyiaboso (Chiaboso),YES,SECO,1672,1922.8,Twifo-Ati-Mokwa,Central,NA,No,NA,NA,658787.2799,630458.4242,5.7019802,-1.566118299
Kyiren,YES,NA,995,1144.25,Gomoa West,Central,NA,No,NA,NA,739944.2277,590395.8215,5.33752455,-0.834863962
Kyiren Nkwanta,YES,NA,266,305.9,Gomoa West,Central,NA,No,NA,NA,739819.2945,589346.8111,5.32804543,-0.836023979
Kyirkomfo,YES,NA,350,402.5,Cape Coast Metro,Central,NA,No,NA,NA,689501.433,573072.2812,5.182312001,-1.290306599
Lamptey,YES,WELDY,21,24.15,Assin North,Central,NA,No,2015,NA,703333.9765,632442.8042,5.718780199,-1.163919998
Larbi,YES,WELDY,206,236.9,Awutu Senya,Central,NA,No,2014,NA,777638.1083,623268.2524,5.633325972,-0.493698356
Larteh,YES,SECO,4,4.6,Assin South,Central,NA,No,NA,NA,676011.2022,619835.9999,5.605514,-1.410883399
Lawyer Blue'S Village,YES,NA,16,18.4,Cape Coast Metro,Central,NA,No,NA,NA,688505.7752,569634.7711,5.1512523,-1.299369698
Leprosarium Camp,YES,NA,312,358.8,Komenda/Edina/Eguafo/Abirem,Central,NA,No,NA,NA,687509.0859,569000.909,5.145544492,-1.308373958
Leprosarium Student Hostel,YES,NA,103,118.45,Komenda/Edina/Eguafo/Abirem,Central,NA,No,NA,NA,686937.456,569647.3785,5.151403952,-1.313514037
Lucky Estate,YES,YES,162,186.3,Agona West Municipal,Central,NA,No,NA,NA,753879.8486,617111.7302,5.5785594,-0.708264998
Maamfi,YES,SECO,414,476.1,Twifo-Ati-Mokwa,Central,NA,No,NA,NA,659292.1198,635114.2745,5.744074198,-1.5614552
Mampoma,YES,CHINA,1892,2175.8,Twifo-Ati-Mokwa,Central,NA,No,NA,NA,651973.2618,627092.0586,5.671685399,-1.627710199
Mampong,YES,NA,534,614.1,Awutu Senya,Central,NA,No,NA,NA,771040.2742,623576.5645,5.636365714,-0.553209576
Mampong,YES,NA,462,531.3,Mfantsiman Municipal,Central,NA,No,NA,NA,704587.0684,580528.9928,5.24935198,-1.154052073
Mangoase,YES,NA,592,680.8,Awutu Senya,Central,NA,No,NA,NA,777118.8689,625440.0333,5.652974144,-0.498298442
Mangoase,YES,NA,75,86.25,Awutu Senya,Central,NA,No,NA,NA,774663.6921,630090.562,5.695100227,-0.520268875
Mankata,YES,SECO,47,54.05,Assin North,Central,NA,No,NA,NA,680417.9366,625709.7978,5.658519999,-1.370959999
Mankesim,YES,NA,36004,41404.6,Ekumfi,Central,NA,No,NA,NA,719535.7794,582486.3638,5.266635699,-1.019169597
Mankoadze,YES,NA,1793,2061.95,Gomoa West,Central,NA,No,NA,NA,756537.1515,588218.3556,5.317296484,-0.68529149
Mankomeda,YES,NA,468,538.2,Awutu Senya,Central,NA,No,NA,NA,779907.7661,623144.1705,5.632116076,-0.473227937
Mankrong,YES,NA,1888,2171.2,Agona East,Central,NA,No,NA,NA,763991.6081,624036.0243,5.640782468,-0.616785999
Mankrong Nkwanta,YES,YES,3285,3777.75,Agona East,Central,NA,No,NA,NA,763671.3591,623786.2502,5.638536699,-0.619684598
Manso,YES,NA,1676,1927.4,Gomoa West,Central,NA,No,NA,NA,753884.453,607455.3696,5.4912736,-0.708559697
Maudaso,YES,Phase 2,2433,2797.95,Upper Denkyira West,Central,NA,No,NA,NA,592948.6315,676784.0637,6.122186799,-2.159964399
Maximum Security Prison,YES,NA,64,73.6,Komenda/Edina/Eguafo/Abirem,Central,NA,No,NA,NA,684687.6486,569018.43,5.145769999,-1.333819999
Mayenda,YES,GEDAP,202,232.3,Awutu Senya,Central,NA,No,2011,NA,765094.9335,630767.0289,5.701579661,-0.606580644
Mbofra Akyinim,YES,NA,1592,1830.8,Komenda/Edina/Eguafo/Abirem,Central,NA,No,NA,NA,681610.7519,561883.361,5.08132049,-1.361734868
Mbradan,YES,SHEP,846,972.9,Upper Denkyira East Municipal,Central,NA,No,NA,NA,635631.9272,656676.2948,5.939585274,-1.77466721
Mbroboto,YES,NA,336,386.4,Ekumfi,Central,NA,No,NA,NA,734610.9927,576528.3842,5.212326,-0.883390898
Mempengyegye,YES,WELDY,3,3.45,Ajumako/Enyan/Esiam,Central,NA,No,2015,NA,715318.6729,590083.538,5.335443935,-1.056990045
Mensahkrom,YES,Yes,162,186.3,Agona East,Central,NA,No,NA,NA,752838.1789,619619.2391,5.601261899,-0.717575098
Mensakwa,YES,WELDY,45,51.75,Agona East,Central,NA,No,NA,NA,756428.178,625704.4903,5.656139399,-0.684967498
Mensakwa,YES,SHEP-4,586,673.9,Agona East,Central,NA,No,2013,NA,763218.537,629861.0298,5.693460886,-0.623545531
Mere Dane,YES,NA,10,11.5,Abura/Asebu/Kwamankese,Central,NA,No,NA,NA,698013.0573,588568.6339,5.3222198,-1.213139798
Meretweso,YES,SHEP,2591,2979.65,Upper Denkyira East Municipal,Central,FR,No,2011,NA,627434.5572,652990.1598,5.906405138,-1.848782886
Mesomagor,YES,SECO,558,641.7,Assin South,Central,NA,No,2014,NA,690627.1707,603068.1508,5.453519999,-1.279399998
Mesremenyame,YES,GEDAP,250,287.5,Ajumako/Enyan/Esiam,Central,NA,No,2011,NA,718238.168,596049.2005,5.3892965,-1.030482398
Mesrenyame,YES,WELDY,175,201.25,Assin North,Central,NA,No,2016,NA,685949.569,636448.151,5.7554792,-1.320745199
Metsingua,YES,NA,218,250.7,Abura/Asebu/Kwamankese,Central,NA,No,NA,NA,712311.3787,583294.0956,5.274142726,-1.084306559
Mfafo (Kodwo Akwa),YES,SHEP-4,1022,1175.3,Awutu Senya,Central,NA,No,2012,NA,768459.8529,623572.4255,5.636425719,-0.576490054
Mfantsiman Girls Secondary School,YES,NA,220,253,Mfantsiman Municipal,Central,NA,No,NA,NA,716952.6088,577802.8087,5.22436426,-1.042599793
Mframandwe,YES,NA,195,224.25,Abura/Asebu/Kwamankese,Central,NA,No,NA,NA,696845.3022,576048.1509,5.209037889,-1.223995535
Mfuom,YES,NEP,3244,3730.6,Upper Denkyira East Municipal,Central,NA,No,NA,NA,633335.0276,658064.2638,5.95218411,-1.79538753
Mintaso,YES,NA,942,1083.3,Twifo-Ati-Mokwa,Central,NA,No,NA,NA,654898.5961,638804.1326,5.7775426,-1.601042699
Mirekukrom,YES,W/L,20,23,Twifo-Ati-Mokwa,Central,NA,No,2019,NA,646746.2176,639255.2198,5.7817987,-1.674647199
Mmiensa,YES,GEDAP INT,116,133.4,Abura/Asebu/Kwamankese,Central,NA,No,2011,NA,695083.5465,573656.5872,5.187457366,-1.239945644
Mmofrakrom,YES,WELDY,110,126.5,Awutu Senya,Central,NA,No,2014,NA,771122.6047,633458.581,5.725677392,-0.552089515
Mokwaa,YES,NA,1224,1407.6,Twifo-Ati-Mokwa,Central,NA,No,NA,NA,654616.6102,630785.4595,5.705030385,-1.603765469
Moree,YES,NA,25096,28860.4,Abura/Asebu/Kwamankese,Central,NA,No,NA,NA,699518.2545,567607.3079,5.132646591,-1.200102873
Moree Junction,YES,NA,626,719.9,Abura/Asebu/Kwamankese,Central,NA,No,NA,NA,698081.7809,568875.6309,5.14415135,-1.213025371
Moseaso,YES,CHINA,596,685.4,Twifo-Ati-Mokwa,Central,NA,No,NA,NA,654585.0671,622349.7461,5.628740799,-1.604233499
Mozano,YES,NA,2216,2548.4,Gomoa West,Central,NA,No,NA,NA,738077.9572,608908.373,5.50493898,-0.851104281
Mpakyem,YES,WL,287,330.05,Asikuma/Odoben/Brakwa,Central,NA,No,NA,NA,723244.1618,625510.4712,5.655503299,-0.984423798
Mpeasem,YES,SHEP 4,373,428.95,Upper Denkyira West,Central,NA,No,2014,NA,605944.4649,692363.71,6.262907799,-2.042269399
Mpeasem,YES,NA,735,845.25,Komenda/Edina/Eguafo/Abirem,Central,NA,No,NA,NA,676850.9971,564326.1562,5.103518459,-1.404605552
Mpeasem,YES,NA,1226,1409.9,Cape Coast Metro,Central,NA,No,NA,NA,688241.9791,571702.7457,5.169958477,-1.301699122
Mpeasem,YES,SHEP-4,242,278.3,Upper Denkyira East Municipal,Central,NA,No,2015,NA,636014.6417,654330.0139,5.91835725,-1.771257166
Mpeasem,YES,Weldy Lamon,892,1025.8,Assin North,Central,NA,No,2014,NA,677289.2371,638533.3272,5.774559999,-1.398879998
Mpemtemmua,YES,GEDAP,124,142.6,Assin South,Central,NA,No,2014,NA,683233.6709,621538.6661,5.620729999,-1.345649999
Mpeseduadze,YES,NA,1058,1216.7,Abura/Asebu/Kwamankese,Central,NA,No,NA,NA,712248.564,582652.5655,5.268344103,-1.0848909
Mpradwe,YES,NA,421,484.15,Abura/Asebu/Kwamankese,Central,NA,No,NA,NA,697885.9756,580022.5452,5.244948353,-1.214507505
Mprenkye,YES,WELDY,579,665.85,Mfantsiman Municipal,Central,NA,No,2017,NA,714664.9317,593138.2706,5.363081367,-1.062800154
Mprumem,YES,NA,1205,1385.75,Gomoa West,Central,NA,No,NA,NA,750983.5524,592196.5561,5.353443105,-0.735242328
Mumford,YES,NA,12053,13860.95,Gomoa West,Central,NA,No,NA,NA,748183.9653,582632.6546,5.2670823,-0.760803498
Musunkwa,YES,GEDAP,322,370.3,Abura/Asebu/Kwamankese,Central,NA,No,2011,NA,697482.06,587450.6588,5.3121248,-1.217958999
Namawura,YES,SECO,492,565.8,Agona East,Central,NA,No,NA,NA,757786.2822,624108.0215,5.641659999,-0.672770998
Nanabakrom,YES,NA,540,621,Cape Coast Metro,Central,NA,No,NA,NA,691223.3187,569815.8637,5.152823842,-1.274856059
Nanaben,YES,NA,1431,1645.65,Ekumfi,Central,NA,No,NA,NA,727431.2836,580543.7,5.248841948,-0.94801784
Nankese,YES,GEDAP,1167,1342.05,Asikuma/Odoben/Brakwa,Central,NA,No,2012,NA,733787.3885,630051.7273,5.696218998,-0.889126898
Nantsifa,YES,NA,697,801.55,Agona East,Central,NA,No,NA,NA,760573.1039,616772.4386,5.575254149,-0.647892257
Narkwa,YES,NA,8279,9520.85,Ekumfi,Central,NA,No,NA,NA,728950.2987,575973.5223,5.207479445,-0.934454098
Ndasemamu,YES,NA,506,581.9,Mfantsiman Municipal,Central,NA,No,NA,NA,705305.7607,579321.2913,5.238412995,-1.147601945
New Akwando,YES,NA,975,1121.25,Awutu Senya,Central,NA,No,NA,NA,771480.0249,628899.8306,5.684461232,-0.54903947
New Brimsu Water Works,YES,NA,28,32.2,Abura/Asebu/Kwamankese,Central,NA,No,NA,NA,689343.4981,574460.4723,5.1948686,-1.291697298
New Ebu,YES,NA,2631,3025.65,Abura/Asebu/Kwamankese,Central,NA,No,NA,NA,695900.333,578284.2706,5.229281392,-1.232461997
New Odonase,YES,NA,1382,1589.3,Abura/Asebu/Kwamankese,Central,NA,No,NA,NA,703743.7664,590056.8242,5.33552367,-1.161403903
New Winneba,YES,NA,292,335.8,Gomoa East,Central,NA,No,NA,NA,759531.153,598975.506,5.414427468,-0.657921082
Nfanti Nyankumasi,YES,NA,3773,4338.95,Mfantsiman Municipal,Central,NA,No,NA,NA,705141.2848,594986.4458,5.380058319,-1.148662836
Ngyiresi,YES,NA,1156,1329.4,Gomoa West,Central,NA,No,NA,NA,738904.4981,592208.3592,5.35394302,-0.844184121
Nii Sowah,YES,YES,162,186.3,Agona West Municipal,Central,NA,No,NA,NA,753624.5233,615181.7812,5.561123199,-0.710636097
Ningo Asorefie,YES,SECO,424,487.6,Assin South,Central,NA,No,NA,NA,677773.8807,611668.2434,5.531610499,-1.395173699
Nipa Hia Moa,YES,SECO,109,125.35,Assin South,Central,NA,No,2014,NA,703168.5419,618874.1051,5.596099999,-1.165799999
Nkandar,YES,NA,161,185.15,Abura/Asebu/Kwamankese,Central,NA,No,NA,NA,697012.4954,581248.356,5.2560548,-1.222354798
Nkanfoa,YES,NA,4232,4866.8,Cape Coast Metro,Central,NA,No,NA,NA,694569.2853,568501.6191,5.140857478,-1.244712109
Nkansafuom,YES,SECO,192,220.8,Assin South,Central,NA,No,NA,NA,692585.1498,626904.0729,5.669,-1.261099999
Nkatsemu,YES,NA,479,550.85,Ajumako/Enyan/Esiam,Central,NA,No,NA,NA,716507.9038,597210.933,5.3998503,-1.046057598
Nkontrodo,YES,SHEP3,918,1055.7,Komenda/Edina/Eguafo/Abirem,Central,NA,No,NA,NA,683944.9821,566608.6618,5.123996514,-1.340574496
Nkotumso,YES,NA,2603,2993.45,Upper Denkyira West,Central,NA,No,NA,NA,619325.6676,663414.4379,6.000836699,-1.921844
Nkrafuom,YES,WELDY,20,23,Assin North,Central,NA,No,2015,NA,662372.5003,644244.0952,5.826568199,-1.533430099
Nkrafuom,YES,WELDY,16,18.4,Assin North,Central,NA,No,2015,NA,695121.4673,650349.8785,5.880929799,-1.237550999
Nkramofokrom,YES,NA,370,425.5,Abura/Asebu/Kwamankese,Central,NA,No,NA,NA,700150.8255,579871.3487,5.243522538,-1.194082898
Nkranfo,YES,WELDY,57,65.55,Assin North,Central,NA,No,2015,NA,694399.9564,651143.4091,5.888125499,-1.244043499
Nkranfo,YES,SECO,568,653.2,Agona West Municipal,Central,NA,No,2014,NA,749689.7666,616669.6842,5.574709699,-0.746083498
Nkroful,YES,JICA,684,786.6,Upper Denkyira West,Central,NA,No,2009,NA,609996.597,672967.703,6.087404899,-2.0059693
Nkromua (South),YES,SHEP,1560,1794,Upper Denkyira West,Central,NA,No,2009,NA,601111.69,691829.7234,6.258155751,-2.085961882
Nkrumahkrom (Ogoekrom),YES,NA,107,123.05,Ajumako/Enyan/Esiam,Central,NA,No,NA,NA,714139.1263,598127.7691,5.4082081,-1.067400799
Nkubem,YES,SECO,14,16.1,Asikuma/Odoben/Brakwa,Central,NA,No,2014,NA,704133.2349,618655.9285,5.594099999,-1.157099998
Nkukrom,YES,WELDY,264,303.6,Asikuma/Odoben/Brakwa,Central,NA,No,2014,NA,716756.2962,629494.3965,5.6917229,-1.042854998
Nkukuasa,YES,SHEP-4,1163,1337.45,Assin North,Central,NA,No,2012,NA,699514.7276,648778.5587,5.866595498,-1.197927398
Nkum,YES,NA,3742,4303.3,Agona West Municipal,Central,NA,No,NA,NA,739566.4159,622784.1735,5.630327254,-0.83721721
Nkusukum (Opem),YES,NA,507,583.05,Mfantsiman Municipal,Central,NA,No,NA,NA,712575.0892,587865.317,5.315465803,-1.081800563
