Name.1,Community,ELECT_STAT,PROJECT,POP,POP 2020,DISTRICT,REGION,REMARKS,ISLAND,YOE,COMMUNITY_,X-Coord,Y-Coord,lon,lat
ASHANTI,18 mu (Krobo mu),NO,NA,454,522.1,Asante Akim South,Ashanti,NA,No,NA,NA,721223.5469,733768.2002,6.634295097,-0.999005598
ASHANTI,18mu,NO,NA,104,119.6,Sekyere Afram Plains,Ashanti,NA,No,NA,NA,707014.9595,776887.4471,7.024645098,-1.125958699
ASHANTI,208,NO,NA,85,97.75,Adansi South,Ashanti,NA,No,NA,NA,671478.7592,661852.8763,5.985584799,-1.450758499
ASHANTI,A K Gloverkope,NO,NA,48,55.2,Adansi South,Ashanti,NA,No,NA,NA,690960.8697,655655.1381,5.9290185,-1.274971798
ASHANTI,Abaamu,NO,NA,166,190.9,Amansie Central,Ashanti,NA,No,NA,NA,640898.46,690058.1145,6.241384398,-1.726384599
ASHANTI,Ababio,NO,NA,30,34.5,Adansi South,Ashanti,NA,No,NA,NA,688005.7938,660119.1737,5.969466299,-1.301534299
ASHANTI,Abadwe,NO,NA,210,241.5,Adansi North,Ashanti,NA,No,NA,NA,673280.2824,679799.9734,6.147832399,-1.434018199
ASHANTI,Abamkrom,NO,NA,65,74.75,Adansi South,Ashanti,NA,No,NA,NA,660848.1531,667461.0696,6.036564599,-1.5466455
ASHANTI,Aban Nnipakrom,NO,NA,26,29.9,Ahafo Ano South,Ashanti,NA,No,NA,NA,629718.6042,758380.424,6.859541199,-1.825983399
ASHANTI,Abankwa Krom,NO,NA,54,62.1,Asante Akim South,Ashanti,NA,No,NA,NA,713744.6601,713522.4001,6.451522098,-1.067330298
ASHANTI,Abankyem (Abenchim),NO,NA,454,522.1,Bekwai Municipal,Ashanti,NA,No,NA,NA,653248.6192,714386.0328,6.461113098,-1.614181399
ASHANTI,Abanyasu,NO,NA,269,309.35,Amansie Central,Ashanti,NA,No,NA,NA,631546.6116,686904.5037,6.213059898,-1.8109696
ASHANTI,Abease,NO,NA,76,87.4,Asante Akim South,Ashanti,NA,No,NA,NA,698390.1285,702926.3673,6.356223199,-1.206451799
ASHANTI,Abees Akura,NO,NA,32,36.8,Adansi North,Ashanti,NA,No,NA,NA,668441.8342,673040.7618,6.086834699,-1.477906899
ASHANTI,Abena Appiah,NO,NA,21,24.15,Ahafo Ano North,Ashanti,NA,No,NA,NA,579582.9645,768057.8164,6.947971398,-2.279570899
ASHANTI,Abena Manu,NO,NA,27,31.05,Ahafo Ano South,Ashanti,NA,No,NA,NA,597463.329,764925.6949,6.919367998,-2.117772499
ASHANTI,Abenaa Sarpong,NO,NA,21,24.15,Ahafo Ano South,Ashanti,NA,No,NA,NA,611058.4065,780384.9457,7.058946199,-1.9944246
ASHANTI,Abi Bireso No.1,NO,NA,14,16.1,Sekyere East,Ashanti,NA,No,NA,NA,682507.5669,758287.8486,6.857297998,-1.348335999
ASHANTI,Abidjankrom,NO,NA,227,261.05,Afigya Kwabre,Ashanti,NA,No,NA,NA,652770.245,775457.4599,7.013418998,-1.616942499
ASHANTI,Aboabo,NO,NA,144,165.6,Asante Akim South,Ashanti,NA,No,NA,NA,710288.416,705252.6575,6.376871498,-1.098846898
ASHANTI,Aboabo,NO,NA,303,348.45,Bosome Freho,Ashanti,NA,No,NA,NA,698747.5209,681770.405,6.164924899,-1.203875699
ASHANTI,Aboaboagya,NO,NA,166,190.9,Sekyere Afram Plains,Ashanti,NA,No,NA,NA,733588.8369,824265.6231,7.451904998,-0.883502998
ASHANTI,Aboabogya,NO,NA,50,57.5,Ahafo Ano South,Ashanti,NA,No,NA,NA,614378.8303,754107.0268,6.821209798,-1.9648826
ASHANTI,Aboaboso,NO,NA,303,348.45,Asante Akim South,Ashanti,NA,No,NA,NA,715418.1072,713255.4899,6.449051398,-1.052214199
ASHANTI,Aboagyekrom,NO,NA,529,608.35,Amansie Central,Ashanti,NA,No,NA,NA,633033.6198,694535.3871,6.282044999,-1.7973732
ASHANTI,Aboagyekrom,NO,NA,171,196.65,Adansi South,Ashanti,NA,No,NA,NA,636478.0874,674991.152,6.105211599,-1.766650299
ASHANTI,Aboakakrom,NO,NA,30,34.5,Ahafo Ano North,Ashanti,NA,No,NA,NA,596725.6982,773441.5793,6.996405798,-2.1243062
ASHANTI,Aboanidua (Kwame Donkorkro),NO,NA,121,139.15,Ahafo Ano North,Ashanti,NA,No,NA,NA,584162.3359,763802.9479,6.909420498,-2.2381801
ASHANTI,Aboankye Wonwe Akuraa,NO,NA,80,92,Adansi North,Ashanti,NA,No,NA,NA,678473.1544,678617.6498,6.137001499,-1.387133399
ASHANTI,Aboankyiwo,NO,NA,106,121.9,Asante Akim North,Ashanti,NA,No,NA,NA,719739.4079,770621.6149,6.967524498,-1.011053998
ASHANTI,Abodease,NO,NA,65,74.75,Ahafo Ano South,Ashanti,NA,No,NA,NA,601953.8868,765276.69,6.922465598,-2.0771218
ASHANTI,Abogyese Akuraa,NO,NA,32,36.8,Adansi North,Ashanti,NA,No,NA,NA,695399.9214,688405.13,6.225016699,-1.233919398
ASHANTI,Abombile (Bommire),NO,NA,153,175.95,Sekyere Afram Plains,Ashanti,NA,No,NA,NA,720308.4758,784336.2386,7.091488998,-1.005376398
ASHANTI,Abompe No.1,NO,NA,362,416.3,Ahafo Ano South,Ashanti,NA,No,NA,NA,618736.7354,744797.0153,6.736919699,-1.9256351
ASHANTI,Abomposo,NO,NA,57,65.55,Adansi North,Ashanti,NA,No,NA,NA,655749.3182,691955.9476,6.258205699,-1.592124399
ASHANTI,Abontenua No.1,NO,NA,227,261.05,Amansie Central,Ashanti,NA,No,NA,NA,637563.9689,697064.061,6.304818799,-1.756370799
ASHANTI,Abontenua No.2,NO,NA,222,255.3,Amansie Central,Ashanti,NA,No,NA,NA,636601.8636,697485.0124,6.308646599,-1.7650582
ASHANTI,Abooso,NO,NA,76,87.4,Mampong Municipal,Ashanti,NA,No,NA,NA,672664.6043,786593.5286,7.113552598,-1.4365399
ASHANTI,Abore,NO,NA,118,135.7,Ahafo Ano North,Ashanti,NA,No,NA,NA,583218.2207,764195.9753,6.912989098,-2.2467199
ASHANTI,Abosi,NO,NA,30,34.5,Ahafo Ano North,Ashanti,NA,No,NA,NA,579753.1729,767453.317,6.942501198,-2.2780385
ASHANTI,Abotantri,NO,NA,463,532.45,Sekyere Afram Plains,Ashanti,NA,No,NA,NA,733699.6342,781244.2533,7.063001997,-0.884317898
ASHANTI,Abrade,NO,NA,171,196.65,Asante Akim North,Ashanti,NA,No,NA,NA,722077.8218,773987.289,6.997861898,-0.989766999
ASHANTI,Abradu,NO,NA,0,0,Asante Akim South,Ashanti,NA,No,NA,NA,713685.5844,740969.767,6.699674199,-1.066905398
ASHANTI,Abrantie Town,NO,NA,113,129.95,Sekyere Afram Plains,Ashanti,NA,No,NA,NA,757404.3416,788234.9309,7.125163897,-0.669516698
ASHANTI,Abresu,NO,NA,192,220.8,Asante Akim South,Ashanti,NA,No,NA,NA,709002.9186,703295.5246,6.359219299,-1.110529099
ASHANTI,Abrokyire (Nnipahiamoa),NO,NA,177,203.55,Amansie Central,Ashanti,NA,No,NA,NA,617654.1063,679899.0527,6.149965099,-1.936652899
ASHANTI,Abrosankuro,NO,NA,95,109.25,Adansi South,Ashanti,NA,No,NA,NA,685561.6039,670964.7349,6.067604098,-1.323308299
ASHANTI,Abu Agya,NO,NA,113,129.95,Ahafo Ano South,Ashanti,NA,No,NA,NA,600061.9529,774746.4857,7.008151298,-2.0940816
ASHANTI,Abugya (Shed),NO,NA,112,128.8,Ahafo Ano South,Ashanti,NA,No,NA,NA,611359.2605,777740.7723,7.035024998,-1.991752499
ASHANTI,Abukrom,NO,NA,77,88.55,Amansie West,Ashanti,NA,No,NA,NA,619311.4303,696134.1191,6.296775299,-1.921376499
ASHANTI,Abuobuasin,NO,NA,352,404.8,Amansie Central,Ashanti,NA,No,NA,NA,623582.0191,667227.6686,6.035248699,-1.883320599
ASHANTI,Abusebo,NO,NA,303,348.45,Amansie Central,Ashanti,NA,No,NA,NA,642382.4496,706424.0783,6.389364199,-1.7126071
ASHANTI,Abusuampe Akura,NO,NA,104,119.6,Obuasi Municipal,Ashanti,NA,No,NA,NA,642383.3738,688402.2146,6.226375899,-1.713000899
ASHANTI,Abusuapanin,NO,NA,65,74.75,Ahafo Ano North,Ashanti,NA,No,NA,NA,597658.4996,773375.9382,6.995796298,-2.115863
ASHANTI,Abutifi,NO,NA,74,85.1,Ahafo Ano North,Ashanti,NA,No,NA,NA,596599.431,774299.7946,7.004170398,-2.1254348
ASHANTI,Achawkrom,NO,NA,303,348.45,Ahafo Ano North,Ashanti,NA,No,NA,NA,573308.3744,762189.7924,6.894975798,-2.3364434
ASHANTI,Acheampong (Yaw Ani),NO,NA,24,27.6,Ahafo Ano South,Ashanti,NA,No,NA,NA,591576.5612,752137.826,6.803796698,-2.171255
ASHANTI,Acheampong Krom,NO,NA,30,34.5,Ahafo Ano South,Ashanti,NA,No,NA,NA,602643.6275,761615.2122,6.889336098,-2.0709435
ASHANTI,Acheampong Krom,NO,NA,65,74.75,Ahafo Ano North,Ashanti,NA,No,NA,NA,595077.3243,766467.2103,6.933350498,-2.1393434
ASHANTI,Acheampongkrom,NO,NA,71,81.65,Adansi South,Ashanti,NA,No,NA,NA,671989.8783,653814.7111,5.912882699,-1.446345999
ASHANTI,Acheiso,NO,NA,333,382.95,Ahafo Ano South,Ashanti,NA,No,NA,NA,629956.5279,758348.1345,6.859243897,-1.823831099
ASHANTI,Achina No.1,NO,NA,200,230,Atwima Mponua,Ashanti,NA,No,NA,NA,602934.214,733102.7507,6.631439998,-2.0688073
ASHANTI,Achiremkrom (Domeabra) No.1,NO,NA,182,209.3,Amansie Central,Ashanti,NA,No,NA,NA,637192.3799,689976.2767,6.240724198,-1.759881099
ASHANTI,Achuchuso (Atwetweso),NO,NA,121,139.15,Bekwai Municipal,Ashanti,NA,No,NA,NA,642438.1623,708302.5475,6.406351598,-1.712060899
ASHANTI,Acquakurom,NO,NA,29,33.35,Atwima Mponua,Ashanti,NA,No,NA,NA,589672.4051,710791.7216,6.429842349,-2.189096159
ASHANTI,Ada Akuraa,NO,NA,113,129.95,Adansi North,Ashanti,NA,No,NA,NA,678616.151,678914.5971,6.139682799,-1.385833399
ASHANTI,Adagya,NO,NA,404,464.6,Amansie Central,Ashanti,NA,No,NA,NA,622009.1697,687316.7577,6.216975299,-1.897158099
ASHANTI,Adagya,NO,NA,797,916.55,Atwima Nwabiagya,Ashanti,NA,No,NA,NA,636798.2337,768383.4146,6.949845999,-1.761683999
ASHANTI,Adagya No.1,NO,NA,237,272.55,Sekyere East,Ashanti,NA,No,NA,NA,674895.9964,760669.478,6.879065998,-1.417129999
ASHANTI,Adagya No.2,NO,NA,57,65.55,Sekyere East,Ashanti,NA,No,NA,NA,674644.6708,760435.1949,6.876954999,-1.419410999
ASHANTI,Adama Akura,NO,NA,62,71.3,Sekyere Afram Plains,Ashanti,NA,No,NA,NA,703275.0336,778701.2124,7.041177898,-1.159738499
ASHANTI,Adama Tsokosi,NO,NA,54,62.1,Ahafo Ano South,Ashanti,NA,No,NA,NA,614233.2068,748082.32,6.766721799,-1.966316699
ASHANTI,Adampa,NO,NA,21,24.15,Ahafo Ano South,Ashanti,NA,No,NA,NA,629463.5467,755600.613,6.834405899,-1.828352799
ASHANTI,Adamso No.1,NO,NA,1311,1507.65,Adansi South,Ashanti,NA,No,NA,NA,635583.8378,671060.8631,6.069683699,-1.774810899
ASHANTI,Adamu Mohammed,NO,NA,27,31.05,Ahafo Ano South,Ashanti,NA,No,NA,NA,597603.2776,765032.8436,6.920334798,-2.116504
ASHANTI,Adansi Nsese,NO,NA,994,1143.1,Bosome Freho,Ashanti,NA,No,NA,NA,698510.6552,678514.2855,6.1354909,-1.206114298
ASHANTI,Adawsuja,NO,NA,53,60.95,Sekyere South,Ashanti,NA,No,NA,NA,668584.9725,761187.9342,6.883939761,-1.474217961
ASHANTI,Adawsuja,NO,NA,68,78.2,Sekyere South,Ashanti,NA,No,NA,NA,668540.5109,760878.511,6.881142998,-1.474629199
ASHANTI,Addaekrom,NO,NA,154,177.1,Adansi South,Ashanti,NA,No,NA,NA,669893.4612,654586.3675,5.919913499,-1.465259899
ASHANTI,Addaekrom,NO,NA,12,13.8,Offinso South Municipal,Ashanti,NA,No,NA,NA,631255.9029,772366.959,6.986001698,-1.8117557
ASHANTI,Addai Krom,NO,NA,162,186.3,Ahafo Ano North,Ashanti,NA,No,NA,NA,595070.7261,756958.4756,6.847344298,-2.139558199
ASHANTI,Addo (Kwasi Apare),NO,NA,23,26.45,Ahafo Ano South,Ashanti,NA,No,NA,NA,608879.0413,778151.126,7.038784299,-2.0141983
ASHANTI,Addo Kwesi Akuraa,NO,NA,41,47.15,Adansi North,Ashanti,NA,No,NA,NA,677066.9426,678713.8899,6.137909899,-1.399835398
ASHANTI,Adebesuso,NO,NA,44,50.6,Asante Akim South,Ashanti,NA,No,NA,NA,708595.1999,731640.3328,6.615504399,-1.113260298
ASHANTI,Adense,NO,NA,188,216.2,Ahafo Ano South,Ashanti,NA,No,NA,NA,629405.9966,762534.6299,6.897119199,-1.828720199
ASHANTI,Adense Camp,NO,NA,23,26.45,Ahafo Ano South,Ashanti,NA,No,NA,NA,629936.3213,762942.8525,6.900799398,-1.8239117
ASHANTI,Adeyepena,NO,NA,621,714.15,Adansi South,Ashanti,FEEDER ROAD,No,NA,NA,647150.7935,659911.3761,5.968602606,-1.670550798
ASHANTI,Adidwan,NO,NA,132,151.8,Sekyere Central,Ashanti,NA,No,NA,NA,708299.5903,822043.4275,7.432850989,-1.112639244
ASHANTI,Adiembra,NO,NA,242,278.3,Ahafo Ano South,Ashanti,NA,No,NA,NA,589986.1334,747858.2353,6.765111699,-2.185712
ASHANTI,Adipa,NO,NA,73,83.95,Bosome Freho,Ashanti,NA,No,NA,NA,690625.7181,683128.5331,6.177447554,-1.277211513
ASHANTI,Adjei Viga Akuraa,NO,NA,36,41.4,Ejisu-Juaben Municipal,Ashanti,NA,No,NA,NA,681863.0677,735745.9082,6.653486998,-1.354855998
ASHANTI,Adjeibi,NO,NA,151,173.65,Ahafo Ano South,Ashanti,NA,No,NA,NA,610750.1312,754808.8775,6.827627098,-1.9977053
ASHANTI,Adobesu II,NO,NA,428,492.2,Sekyere Afram Plains,Ashanti,NA,No,NA,NA,758816.133,800212.9064,7.233359598,-0.656187498
ASHANTI,Adoekope,NO,NA,51,58.65,Adansi South,Ashanti,NA,No,NA,NA,694066.5707,656108.8358,5.933032799,-1.246912599
ASHANTI,Adokrom (Domeabra),NO,NA,239,274.85,Sekyere East,Ashanti,NA,No,NA,NA,684128.0485,744608.6074,6.733556998,-1.334100999
ASHANTI,Adom Nyame,NO,NA,135,155.25,Adansi South,Ashanti,NA,No,NA,NA,633863.0467,664067.8934,6.006472299,-1.790498599
ASHANTI,Adomkwanta,NO,NA,159,182.85,Offinso North,Ashanti,NA,No,NA,NA,637156.9709,801047.9916,7.245248998,-1.757644999
ASHANTI,Adontehene Akura,NO,NA,18,20.7,Asante Akim North,Ashanti,NA,No,NA,NA,695579.8092,750627.4322,6.787613399,-1.230325799
ASHANTI,Adowa II (Adoowa),NO,NA,616,708.4,Amansie Central,Ashanti,NA,No,NA,NA,639995.496,703576.8959,6.363667899,-1.734248999
ASHANTI,Adu Gyamfi,NO,NA,144,165.6,Adansi South,Ashanti,NA,No,NA,NA,632143.1447,664506.1514,6.010470199,-1.806027599
ASHANTI,Adu Kofi,NO,NA,44,50.6,Adansi North,Ashanti,NA,No,NA,NA,661277.1468,694158.489,6.277987598,-1.542111799
ASHANTI,Adubesu I,NO,NA,133,152.95,Sekyere Afram Plains,Ashanti,NA,No,NA,NA,757726.4642,800650.6372,7.237366598,-0.666029498
ASHANTI,Adubofour Akuraa,NO,NA,21,24.15,Ahafo Ano North,Ashanti,NA,No,NA,NA,575527.8332,755515.4187,6.834575298,-2.3164409
ASHANTI,Adubofuokurom,NO,NA,23,26.45,Atwima Nwabiagya,Ashanti,NA,No,NA,NA,634867.0405,765996.2904,6.928302396,-1.779218322
ASHANTI,Adugyansu Amantan,NO,NA,154,177.1,Offinso North,Ashanti,NA,No,NA,NA,608297.8641,813161.5607,7.355449097,-2.018779699
ASHANTI,Adukofikrom,NO,NA,57,65.55,Offinso South Municipal,Ashanti,NA,No,NA,NA,630424.3881,786712.9486,7.115765898,-1.8189536
ASHANTI,Aduko's Village,NO,NA,39,44.85,Adansi North,Ashanti,NA,No,NA,NA,660192.9965,679548.3498,6.145890299,-1.552271099
ASHANTI,Adukrobone,NO,NA,275,316.25,Atwima Mponua,Ashanti,NA,No,NA,NA,614654.57,729949.4388,6.602709198,-1.96285
ASHANTI,Adukurom,NO,NA,121,139.15,Ahafo Ano South,Ashanti,NA,No,NA,NA,601415.8262,758564.5482,6.861764793,-2.082108656
ASHANTI,Adumasa,NO,NA,17,19.55,Ahafo Ano North,Ashanti,NA,No,NA,NA,593775.2551,773284.5386,6.995034298,-2.151018199
ASHANTI,Adumasa,NO,NA,428,492.2,Bekwai Municipal,Ashanti,NA,No,NA,NA,648029.1598,721256.2101,6.523371005,-1.661207627
ASHANTI,Adumatakurom,NO,NA,26,29.9,Ahafo Ano South,Ashanti,NA,No,NA,NA,598858.908,758504.8122,6.861268198,-2.105249799
ASHANTI,Aduntia,NO,NA,605,695.75,Amansie Central,Ashanti,NA,No,NA,NA,623167.4047,690795.6078,6.248417899,-1.8866238
ASHANTI,Adupi Dawuro,NO,NA,118,135.7,Amansie West,Ashanti,NA,No,NA,NA,606870.5964,696455.2327,6.299899999,-2.033829799
ASHANTI,Aduposo,NO,NA,371,426.65,Adansi North,Ashanti,NA,No,NA,NA,662956.032,669585.36,6.055723998,-1.527551899
ASHANTI,Adusei Krom,NO,NA,20,23,Ahafo Ano North,Ashanti,NA,No,NA,NA,592400.8566,769337.2463,6.959353298,-2.1635236
ASHANTI,Adwease No.2,NO,NA,148,170.2,Amansie Central,Ashanti,NA,No,NA,NA,626574.8902,691209.066,6.252091298,-1.8558177
ASHANTI,Adweasi No.1,NO,NA,89,102.35,Amansie Central,Ashanti,NA,No,NA,NA,627123.7857,691127.9575,6.251346898,-1.850858199
ASHANTI,Adwediekurom,NO,NA,26,29.9,Atwima Mponua,Ashanti,NA,No,NA,NA,606817.2073,714086.6602,6.459375361,-2.034013808
ASHANTI,Adwoa Addae Ama Tafo,NO,NA,29,33.35,Ahafo Ano South,Ashanti,NA,No,NA,NA,607663.8518,777724.9455,7.034952699,-2.025207699
ASHANTI,Adwoa Addae Torgeh,NO,NA,29,33.35,Ahafo Ano South,Ashanti,NA,No,NA,NA,607394.9824,777651.2265,7.034290998,-2.0276432
ASHANTI,Adwoodwoo,NO,NA,174,200.1,Ahafo Ano South,Ashanti,NA,No,NA,NA,599942.67,763079.6894,6.902628999,-2.0953634
ASHANTI,Adwoom,NO,NA,178,204.7,Adansi South,Ashanti,NA,No,NA,NA,669110.3166,658769.7732,5.957763999,-1.472228499
ASHANTI,Afeedie,NO,NA,133,152.95,Adansi South,Ashanti,NA,No,NA,NA,680891.2608,674651.5637,6.101071598,-1.365395899
ASHANTI,Affulkrom,NO,NA,26,29.9,Adansi South,Ashanti,NA,No,NA,NA,677965.7669,675496.1359,6.108788398,-1.391801899
ASHANTI,Afia Kutukrom,NO,NA,303,348.45,Afigya Kwabre,Ashanti,NA,No,NA,NA,652795.6916,769059.4623,6.955559198,-1.616882199
ASHANTI,Afigya,NO,NA,157,180.55,Atwima Nwabiagya,Ashanti,NA,No,NA,NA,632877.8342,745327.653,6.741420698,-1.797688599
ASHANTI,Afotokorso,NO,NA,136,156.4,Ahafo Ano North,Ashanti,NA,No,NA,NA,581178.193,767688.005,6.944604198,-2.265136
ASHANTI,Afotom,NO,NA,132,151.8,Offinso South Municipal,Ashanti,NA,No,NA,NA,638768.0901,768237.2737,6.948477398,-1.743859
ASHANTI,Aframano,NO,NA,1513,1739.95,Mampong Municipal,Ashanti,NA,No,NA,NA,661363.7372,798048.0005,7.217468798,-1.538514599
ASHANTI,Aframoase,NO,NA,454,522.1,Bosome Freho,Ashanti,NA,No,NA,NA,697676.89,682131.2593,6.168220198,-1.213537098
ASHANTI,Aframso,NO,NA,45,51.75,Sekyere Central,Ashanti,NA,No,NA,NA,693978.2323,797881.9572,7.214926722,-1.243214755
ASHANTI,Afredua,NO,NA,132,151.8,Adansi South,Ashanti,NA,No,NA,NA,684285.2504,679744.0264,6.147025899,-1.334592499
ASHANTI,Afrem Akura,NO,NA,16,18.4,Amansie Central,Ashanti,NA,No,NA,NA,629394.4454,666801.0154,6.031279599,-1.830815399
ASHANTI,Afrifa Adomako,NO,NA,30,34.5,Asante Akim South,Ashanti,NA,No,NA,NA,707381.8322,713532.899,6.451831898,-1.124841099
ASHANTI,Afrisere,NO,NA,554,637.1,Asante Akim North,Ashanti,NA,No,NA,NA,729155.4567,776195.5056,7.017546198,-0.925640599
ASHANTI,Afriyie Kurom,NO,NA,6,6.9,Atwima Mponua,Ashanti,NA,No,NA,NA,574801.7508,727466.7069,6.580871671,-2.323362109
ASHANTI,Afrokrom,NO,NA,89,102.35,Adansi South,Ashanti,NA,No,NA,NA,688351.2634,657235.6154,5.943382599,-1.298494499
ASHANTI,Afua Asor,NO,NA,20,23,Ahafo Ano South,Ashanti,NA,No,NA,NA,603539.9538,772179.0559,6.984867798,-2.0626424
ASHANTI,Afua Banafo Akuraa,NO,NA,33,37.95,Bosome Freho,Ashanti,NA,No,NA,NA,695552.0097,691050.2682,6.248929198,-1.232465098
ASHANTI,Afuakobikurom,NO,NA,162,186.3,Amansie Central,Ashanti,NA,No,NA,NA,625095.7545,687996.781,6.223066817,-1.869248933
ASHANTI,Afuamoaso (Afiamooso),NO,NA,228,262.2,Amansie Central,Ashanti,NA,No,NA,NA,619030.5907,681077.2613,6.160596699,-1.924192399
ASHANTI,Agaamu (Agoam,NO,NA,94,108.1,Sekyere Afram Plains,Ashanti,NA,No,NA,NA,748737.0103,815037.7621,7.367818998,-0.746742999
ASHANTI,Agbankportor,NO,NA,121,139.15,Asante Akim South,Ashanti,NA,No,NA,NA,708542.0872,702851.3163,6.355218299,-1.114708299
ASHANTI,Agbavitor's Village,NO,NA,53,60.95,Adansi South,Ashanti,NA,No,NA,NA,694516.8728,658591.1577,5.955465199,-1.242774899
ASHANTI,Agbo Kope,NO,NA,21,24.15,Adansi South,Ashanti,NA,No,NA,NA,668148.5862,649784.4061,5.876531999,-1.481136699
ASHANTI,Agogo,NO,NA,203,233.45,Offinso North,Ashanti,NA,No,NA,NA,647371.2373,791840.755,7.161722088,-1.665385238
ASHANTI,Agorokrom,NO,NA,227,261.05,Sekyere Afram Plains,Ashanti,NA,No,NA,NA,714577.1881,784676.6349,7.094786298,-1.057232698
ASHANTI,Agriba,NO,NA,67,77.05,Adansi South,Ashanti,NA,No,NA,NA,687113.5281,678454.9014,6.135288999,-1.309077299
ASHANTI,Agudu Mossi,NO,NA,30,34.5,Asante Akim Central Municipal,Ashanti,NA,No,NA,NA,694941.7272,716429.8284,6.478426898,-1.237197198
ASHANTI,Agya  Agyeikrom,NO,NA,21,24.15,Ahafo Ano North,Ashanti,NA,No,NA,NA,580508.2413,759214.083,6.867964699,-2.2713177
ASHANTI,Agya Abugri,NO,NA,27,31.05,Ahafo Ano South,Ashanti,NA,No,NA,NA,605327.0112,777205.6389,7.030299299,-2.046373099
ASHANTI,Agya Adu,NO,NA,24,27.6,Ahafo Ano South,Ashanti,NA,No,NA,NA,597431.1919,759291.2058,6.868404998,-2.1181576
ASHANTI,Agya Adu Bobi,NO,NA,21,24.15,Ahafo Ano South,Ashanti,NA,No,NA,NA,619213.9213,750896.5766,6.792077298,-1.921195499
ASHANTI,Agya Adu Kofi Akura,NO,NA,21,24.15,Ahafo Ano South,Ashanti,NA,No,NA,NA,625091.6268,777704.0981,7.034409098,-1.867436
ASHANTI,Agya Anane Akura,NO,NA,20,23,Ahafo Ano North,Ashanti,NA,No,NA,NA,581561.3516,767571.7324,6.943547098,-2.2616693
ASHANTI,Agya Anthony Akura,NO,NA,18,20.7,Ahafo Ano North,Ashanti,NA,No,NA,NA,597335.6868,772148.6621,6.984701198,-2.1188061
ASHANTI,Agya Atta,NO,NA,21,24.15,Ahafo Ano South,Ashanti,NA,No,NA,NA,605577.8787,776381.3459,7.022839198,-2.0441172
ASHANTI,Agya Atta,NO,NA,45,51.75,Ahafo Ano North,Ashanti,NA,No,NA,NA,582420.9775,763301.6299,6.904910898,-2.253948699
ASHANTI,Agya Baah,NO,NA,15,17.25,Afigya Kwabre,Ashanti,NA,No,NA,NA,659388.1917,770486.2281,6.968283497,-1.557179599
ASHANTI,Agya Baah,NO,NA,24,27.6,Ahafo Ano South,Ashanti,NA,No,NA,NA,624561.9883,757317.652,6.850041099,-1.8726696
ASHANTI,Agya Boachie Krom,NO,NA,29,33.35,Asante Akim South,Ashanti,NA,No,NA,NA,707181.586,709477.8705,6.415175799,-1.126785399
ASHANTI,Agya Boakye Akuraa,NO,NA,48,55.2,Atwima Mponua,Ashanti,NA,No,NA,NA,623194.1212,738101.0522,6.676268698,-1.885446099
ASHANTI,Agya Boateng,NO,NA,42,48.3,Asante Akim South,Ashanti,NA,No,NA,NA,706978.3748,709061.0608,6.411413998,-1.128635798
ASHANTI,Agya Broni Akura,NO,NA,24,27.6,Ahafo Ano North,Ashanti,NA,No,NA,NA,579966.2538,768400.4033,6.951064898,-2.276096599
ASHANTI,Agya Bukari Akura,NO,NA,26,29.9,Ahafo Ano South,Ashanti,NA,No,NA,NA,618322.9572,755151.8203,6.830581498,-1.9291718
ASHANTI,Agya Dwumaah (Mpasaatea),NO,NA,197,226.55,Atwima Nwabiagya,Ashanti,NA,No,NA,NA,629352.4984,736289.9699,6.659759798,-1.829777
ASHANTI,Agya Kofi Akura,NO,NA,23,26.45,Sekyere Afram Plains,Ashanti,NA,No,NA,NA,736948.0896,824561.3943,7.454431998,-0.853066998
ASHANTI,Agya Kokuro Akura,NO,NA,26,29.9,Offinso South Municipal,Ashanti,NA,No,NA,NA,634309.5426,780943.9715,7.063500898,-1.783914099
ASHANTI,Agya Kwame Boateng,NO,NA,35,40.25,Ahafo Ano North,Ashanti,NA,No,NA,NA,582101.5391,754944.3461,6.829321699,-2.256957299
ASHANTI,Agya Kwame Opoku,NO,NA,39,44.85,Ahafo Ano South,Ashanti,NA,No,NA,NA,588106.9237,745536.0513,6.744135299,-2.2027503
ASHANTI,Agya Kwansah,NO,NA,38,43.7,Ahafo Ano South,Ashanti,NA,No,NA,NA,590605.9308,747006.7508,6.757400499,-2.1801168
ASHANTI,Agya Mahama (Nsuansa),NO,NA,20,23,Ahafo Ano South,Ashanti,NA,No,NA,NA,619121.0944,775062.9645,7.010649398,-1.9215408
ASHANTI,Agya Marfo's Village,NO,NA,30,34.5,Ahafo Ano South,Ashanti,NA,No,NA,NA,615747.2161,750543.4332,6.788952098,-1.952570099
ASHANTI,Agya Mensah (Nsuaansa),NO,NA,53,60.95,Ahafo Ano South,Ashanti,NA,No,NA,NA,618652.1827,774738.0189,7.007720197,-1.925792299
ASHANTI,Agya Mensah Akuraa,NO,NA,32,36.8,Ahafo Ano North,Ashanti,NA,No,NA,NA,575876.4161,762894.4488,6.901316799,-2.3131905
ASHANTI,Agya Mensah Akuraa,NO,NA,44,50.6,Ahafo Ano North,Ashanti,NA,No,NA,NA,603536.7475,771163.6322,6.975683599,-2.0626897
ASHANTI,Agya Mensahkrom,NO,NA,42,48.3,Adansi South,Ashanti,NA,No,NA,NA,670943.5995,661910.3541,5.986118199,-1.455590798
